Country Name	Country Code	Series Name	Series Code	2015 [YR2015]
Oman	OMN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.783339798
Oman	OMN	Government Effectiveness: Estimate	GE.EST	0.081546336
Oman	OMN	Control of Corruption: Estimate	CC.EST	0.268915087
Oman	OMN	Regulatory Quality: Estimate	RQ.EST	0.574510276
Oman	OMN	Rule of Law: Estimate	RL.EST	0.376893491
Pakistan	PAK	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.482707977
Pakistan	PAK	Government Effectiveness: Estimate	GE.EST	-0.667473018
Pakistan	PAK	Control of Corruption: Estimate	CC.EST	-0.810739458
Pakistan	PAK	Regulatory Quality: Estimate	RQ.EST	-0.627013028
Pakistan	PAK	Rule of Law: Estimate	RL.EST	-0.766665697
Palau	PLW	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.919473767
Palau	PLW	Government Effectiveness: Estimate	GE.EST	-0.536278367
Palau	PLW	Control of Corruption: Estimate	CC.EST	-0.524677753
Palau	PLW	Regulatory Quality: Estimate	RQ.EST	-0.80637753
Palau	PLW	Rule of Law: Estimate	RL.EST	0.244675294
Panama	PAN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.386077255
Panama	PAN	Government Effectiveness: Estimate	GE.EST	0.292337388
Panama	PAN	Control of Corruption: Estimate	CC.EST	-0.370722234
Panama	PAN	Regulatory Quality: Estimate	RQ.EST	0.352536708
Panama	PAN	Rule of Law: Estimate	RL.EST	-0.106349006
Papua New Guinea	PNG	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.422148317
Papua New Guinea	PNG	Government Effectiveness: Estimate	GE.EST	-0.606489778
Papua New Guinea	PNG	Control of Corruption: Estimate	CC.EST	-0.939784527
Papua New Guinea	PNG	Regulatory Quality: Estimate	RQ.EST	-0.552603364
Papua New Guinea	PNG	Rule of Law: Estimate	RL.EST	-0.869289815
Paraguay	PRY	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.038498022
Paraguay	PRY	Government Effectiveness: Estimate	GE.EST	-0.948369682
Paraguay	PRY	Control of Corruption: Estimate	CC.EST	-0.94699657
Paraguay	PRY	Regulatory Quality: Estimate	RQ.EST	-0.270921022
Paraguay	PRY	Rule of Law: Estimate	RL.EST	-0.691573739
Peru	PER	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.397571415
Peru	PER	Government Effectiveness: Estimate	GE.EST	-0.276903689
Peru	PER	Control of Corruption: Estimate	CC.EST	-0.533828318
Peru	PER	Regulatory Quality: Estimate	RQ.EST	0.491347045
Peru	PER	Rule of Law: Estimate	RL.EST	-0.48545754
Philippines	PHL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.855662465
Philippines	PHL	Government Effectiveness: Estimate	GE.EST	0.112366773
Philippines	PHL	Control of Corruption: Estimate	CC.EST	-0.453459442
Philippines	PHL	Regulatory Quality: Estimate	RQ.EST	-0.043083187
Philippines	PHL	Rule of Law: Estimate	RL.EST	-0.342897713
Poland	POL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.874852359
Poland	POL	Government Effectiveness: Estimate	GE.EST	0.798975646
Poland	POL	Control of Corruption: Estimate	CC.EST	0.669516563
Poland	POL	Regulatory Quality: Estimate	RQ.EST	1.000137687
Poland	POL	Rule of Law: Estimate	RL.EST	0.802068591
Portugal	PRT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.917840123
Portugal	PRT	Government Effectiveness: Estimate	GE.EST	1.220576167
Portugal	PRT	Control of Corruption: Estimate	CC.EST	0.964715838
Portugal	PRT	Regulatory Quality: Estimate	RQ.EST	0.95685184
Portugal	PRT	Rule of Law: Estimate	RL.EST	1.146607041
Puerto Rico	PRI	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.855120778
Puerto Rico	PRI	Government Effectiveness: Estimate	GE.EST	0.358805984
Puerto Rico	PRI	Control of Corruption: Estimate	CC.EST	0.086151943
Puerto Rico	PRI	Regulatory Quality: Estimate	RQ.EST	0.98578459
Puerto Rico	PRI	Rule of Law: Estimate	RL.EST	0.747581244
Qatar	QAT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.996630371
Qatar	QAT	Government Effectiveness: Estimate	GE.EST	0.955126643
Qatar	QAT	Control of Corruption: Estimate	CC.EST	0.891468287
Qatar	QAT	Regulatory Quality: Estimate	RQ.EST	0.678588569
Qatar	QAT	Rule of Law: Estimate	RL.EST	0.770525932
Reunion	REU	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.285934329
Reunion	REU	Government Effectiveness: Estimate	GE.EST	1.00754571
Reunion	REU	Control of Corruption: Estimate	CC.EST	0.632476032
Reunion	REU	Regulatory Quality: Estimate	RQ.EST	1.283184528
Reunion	REU	Rule of Law: Estimate	RL.EST	1.114503026
Romania	ROU	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.189114437
Romania	ROU	Government Effectiveness: Estimate	GE.EST	-0.056023832
Romania	ROU	Control of Corruption: Estimate	CC.EST	-0.017641444
Romania	ROU	Regulatory Quality: Estimate	RQ.EST	0.596795261
Romania	ROU	Rule of Law: Estimate	RL.EST	0.157549575
Russian Federation	RUS	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.029335141
Russian Federation	RUS	Government Effectiveness: Estimate	GE.EST	-0.204350516
Russian Federation	RUS	Control of Corruption: Estimate	CC.EST	-0.949134231
Russian Federation	RUS	Regulatory Quality: Estimate	RQ.EST	-0.520778894
Russian Federation	RUS	Rule of Law: Estimate	RL.EST	-0.763637006
Rwanda	RWA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.013241149
Rwanda	RWA	Government Effectiveness: Estimate	GE.EST	-0.045735646
Rwanda	RWA	Control of Corruption: Estimate	CC.EST	0.635707915
Rwanda	RWA	Regulatory Quality: Estimate	RQ.EST	0.242983505
Rwanda	RWA	Rule of Law: Estimate	RL.EST	0.050420243
Samoa	WSM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.183973908
Samoa	WSM	Government Effectiveness: Estimate	GE.EST	0.508672714
Samoa	WSM	Control of Corruption: Estimate	CC.EST	0.291007251
Samoa	WSM	Regulatory Quality: Estimate	RQ.EST	-0.080441393
Samoa	WSM	Rule of Law: Estimate	RL.EST	0.698486388
San Marino	SMR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.919473767
San Marino	SMR	Government Effectiveness: Estimate	GE.EST	..
San Marino	SMR	Control of Corruption: Estimate	CC.EST	..
San Marino	SMR	Regulatory Quality: Estimate	RQ.EST	..
San Marino	SMR	Rule of Law: Estimate	RL.EST	..
Sao Tome and Principe	STP	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.144042566
Sao Tome and Principe	STP	Government Effectiveness: Estimate	GE.EST	-0.750870883
Sao Tome and Principe	STP	Control of Corruption: Estimate	CC.EST	-0.045158159
Sao Tome and Principe	STP	Regulatory Quality: Estimate	RQ.EST	-0.771344543
Sao Tome and Principe	STP	Rule of Law: Estimate	RL.EST	-0.75607866
Saudi Arabia	SAU	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.626398981
Saudi Arabia	SAU	Government Effectiveness: Estimate	GE.EST	0.200066909
Saudi Arabia	SAU	Control of Corruption: Estimate	CC.EST	0.05213923
Saudi Arabia	SAU	Regulatory Quality: Estimate	RQ.EST	0.025131069
Saudi Arabia	SAU	Rule of Law: Estimate	RL.EST	0.117822453
Senegal	SEN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.116664805
Senegal	SEN	Government Effectiveness: Estimate	GE.EST	-0.450297266
Senegal	SEN	Control of Corruption: Estimate	CC.EST	0.060930226
Senegal	SEN	Regulatory Quality: Estimate	RQ.EST	-0.157558218
Senegal	SEN	Rule of Law: Estimate	RL.EST	-0.141723916
Serbia	SRB	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.238982022
Serbia	SRB	Government Effectiveness: Estimate	GE.EST	0.111243814
Serbia	SRB	Control of Corruption: Estimate	CC.EST	-0.267041594
Serbia	SRB	Regulatory Quality: Estimate	RQ.EST	0.155341968
Serbia	SRB	Rule of Law: Estimate	RL.EST	-0.117168836
Seychelles	SYC	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.688779771
Seychelles	SYC	Government Effectiveness: Estimate	GE.EST	0.4230102
Seychelles	SYC	Control of Corruption: Estimate	CC.EST	0.883601069
Seychelles	SYC	Regulatory Quality: Estimate	RQ.EST	-0.091880076
Seychelles	SYC	Rule of Law: Estimate	RL.EST	0.201051995
Sierra Leone	SLE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.102516763
Sierra Leone	SLE	Government Effectiveness: Estimate	GE.EST	-1.279705524
Sierra Leone	SLE	Control of Corruption: Estimate	CC.EST	-0.793377042
Sierra Leone	SLE	Regulatory Quality: Estimate	RQ.EST	-0.895148098
Sierra Leone	SLE	Rule of Law: Estimate	RL.EST	-0.853527308
Singapore	SGP	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.311752796
Singapore	SGP	Government Effectiveness: Estimate	GE.EST	2.236756086
Singapore	SGP	Control of Corruption: Estimate	CC.EST	2.092689753
Singapore	SGP	Regulatory Quality: Estimate	RQ.EST	2.260543108
Singapore	SGP	Rule of Law: Estimate	RL.EST	1.81349194
Slovak Republic	SVK	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.874545217
Slovak Republic	SVK	Government Effectiveness: Estimate	GE.EST	0.83792001
Slovak Republic	SVK	Control of Corruption: Estimate	CC.EST	0.177863732
Slovak Republic	SVK	Regulatory Quality: Estimate	RQ.EST	0.788661957
Slovak Republic	SVK	Rule of Law: Estimate	RL.EST	0.503814816
Slovenia	SVN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.953392744
Slovenia	SVN	Government Effectiveness: Estimate	GE.EST	0.972628713
Slovenia	SVN	Control of Corruption: Estimate	CC.EST	0.772991776
Slovenia	SVN	Regulatory Quality: Estimate	RQ.EST	0.62634939
Slovenia	SVN	Rule of Law: Estimate	RL.EST	0.974581301
Solomon Islands	SLB	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.660984755
Solomon Islands	SLB	Government Effectiveness: Estimate	GE.EST	-1.024367094
Solomon Islands	SLB	Control of Corruption: Estimate	CC.EST	-0.340828776
Solomon Islands	SLB	Regulatory Quality: Estimate	RQ.EST	-0.946225703
Solomon Islands	SLB	Rule of Law: Estimate	RL.EST	-0.486201555
Somalia	SOM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.380827904
Somalia	SOM	Government Effectiveness: Estimate	GE.EST	-2.196963072
Somalia	SOM	Control of Corruption: Estimate	CC.EST	-1.615134954
Somalia	SOM	Regulatory Quality: Estimate	RQ.EST	-2.152769566
Somalia	SOM	Rule of Law: Estimate	RL.EST	-2.300122499
South Africa	ZAF	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.212992936
South Africa	ZAF	Government Effectiveness: Estimate	GE.EST	0.261675388
South Africa	ZAF	Control of Corruption: Estimate	CC.EST	0.032504108
South Africa	ZAF	Regulatory Quality: Estimate	RQ.EST	0.279378563
South Africa	ZAF	Rule of Law: Estimate	RL.EST	0.088763915
South Sudan	SSD	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.37568903
South Sudan	SSD	Government Effectiveness: Estimate	GE.EST	-2.163179398
South Sudan	SSD	Control of Corruption: Estimate	CC.EST	-1.687486291
South Sudan	SSD	Regulatory Quality: Estimate	RQ.EST	-1.68360424
South Sudan	SSD	Rule of Law: Estimate	RL.EST	-1.855479956
Spain	ESP	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.251491189
Spain	ESP	Government Effectiveness: Estimate	GE.EST	1.174265742
Spain	ESP	Control of Corruption: Estimate	CC.EST	0.583896518
Spain	ESP	Regulatory Quality: Estimate	RQ.EST	0.807636738
Spain	ESP	Rule of Law: Estimate	RL.EST	0.901602685
Sri Lanka	LKA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.090368114
Sri Lanka	LKA	Government Effectiveness: Estimate	GE.EST	-0.00914478
Sri Lanka	LKA	Control of Corruption: Estimate	CC.EST	-0.344145656
Sri Lanka	LKA	Regulatory Quality: Estimate	RQ.EST	-0.052957598
Sri Lanka	LKA	Rule of Law: Estimate	RL.EST	0.037326247
St. Kitts and Nevis	KNA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.582326353
St. Kitts and Nevis	KNA	Government Effectiveness: Estimate	GE.EST	0.117436104
St. Kitts and Nevis	KNA	Control of Corruption: Estimate	CC.EST	0.504498124
St. Kitts and Nevis	KNA	Regulatory Quality: Estimate	RQ.EST	0.378113538
St. Kitts and Nevis	KNA	Rule of Law: Estimate	RL.EST	0.479531676
St. Lucia	LCA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.853690803
St. Lucia	LCA	Government Effectiveness: Estimate	GE.EST	-0.079123132
St. Lucia	LCA	Control of Corruption: Estimate	CC.EST	0.617759764
St. Lucia	LCA	Regulatory Quality: Estimate	RQ.EST	0.306197077
St. Lucia	LCA	Rule of Law: Estimate	RL.EST	0.672854125
St. Vincent and the Grenadines	VCT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.004724503
St. Vincent and the Grenadines	VCT	Government Effectiveness: Estimate	GE.EST	0.029985474
St. Vincent and the Grenadines	VCT	Control of Corruption: Estimate	CC.EST	0.674695849
St. Vincent and the Grenadines	VCT	Regulatory Quality: Estimate	RQ.EST	0.266068488
St. Vincent and the Grenadines	VCT	Rule of Law: Estimate	RL.EST	0.59287852
Sudan	SDN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.162183285
Sudan	SDN	Government Effectiveness: Estimate	GE.EST	-1.46239388
Sudan	SDN	Control of Corruption: Estimate	CC.EST	-1.487211943
Sudan	SDN	Regulatory Quality: Estimate	RQ.EST	-1.490343809
Sudan	SDN	Rule of Law: Estimate	RL.EST	-1.208177567
Suriname	SUR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.256688297
Suriname	SUR	Government Effectiveness: Estimate	GE.EST	-0.345765233
Suriname	SUR	Control of Corruption: Estimate	CC.EST	-0.239103839
Suriname	SUR	Regulatory Quality: Estimate	RQ.EST	-0.607446074
Suriname	SUR	Rule of Law: Estimate	RL.EST	-0.195376858
Swaziland	SWZ	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.476151049
Swaziland	SWZ	Government Effectiveness: Estimate	GE.EST	-0.53864646
Swaziland	SWZ	Control of Corruption: Estimate	CC.EST	-0.387836426
Swaziland	SWZ	Regulatory Quality: Estimate	RQ.EST	-0.511012077
Swaziland	SWZ	Rule of Law: Estimate	RL.EST	-0.324313819
Sweden	SWE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.947106421
Sweden	SWE	Government Effectiveness: Estimate	GE.EST	1.816197515
Sweden	SWE	Control of Corruption: Estimate	CC.EST	2.241100788
Sweden	SWE	Regulatory Quality: Estimate	RQ.EST	1.815066338
Sweden	SWE	Rule of Law: Estimate	RL.EST	2.037810326
Switzerland	CHE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.339359045
Switzerland	CHE	Government Effectiveness: Estimate	GE.EST	1.998365879
Switzerland	CHE	Control of Corruption: Estimate	CC.EST	2.136446953
Switzerland	CHE	Regulatory Quality: Estimate	RQ.EST	1.741087079
Switzerland	CHE	Rule of Law: Estimate	RL.EST	1.945191026
Syrian Arab Republic	SYR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.974081039
Syrian Arab Republic	SYR	Government Effectiveness: Estimate	GE.EST	-1.590460181
Syrian Arab Republic	SYR	Control of Corruption: Estimate	CC.EST	-1.545692086
Syrian Arab Republic	SYR	Regulatory Quality: Estimate	RQ.EST	-1.635518432
Syrian Arab Republic	SYR	Rule of Law: Estimate	RL.EST	-1.4230479
"Taiwan, China"	TWN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.920499682
"Taiwan, China"	TWN	Government Effectiveness: Estimate	GE.EST	1.396016836
"Taiwan, China"	TWN	Control of Corruption: Estimate	CC.EST	0.773740649
"Taiwan, China"	TWN	Regulatory Quality: Estimate	RQ.EST	1.345917821
"Taiwan, China"	TWN	Rule of Law: Estimate	RL.EST	1.162153602
Tajikistan	TJK	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.882642269
Tajikistan	TJK	Government Effectiveness: Estimate	GE.EST	-0.848223448
Tajikistan	TJK	Control of Corruption: Estimate	CC.EST	-1.125687242
Tajikistan	TJK	Regulatory Quality: Estimate	RQ.EST	-1.024260163
Tajikistan	TJK	Rule of Law: Estimate	RL.EST	-1.055544376
Tanzania	TZA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.41619435
Tanzania	TZA	Government Effectiveness: Estimate	GE.EST	-0.61055547
Tanzania	TZA	Control of Corruption: Estimate	CC.EST	-0.682069421
Tanzania	TZA	Regulatory Quality: Estimate	RQ.EST	-0.374918282
Tanzania	TZA	Rule of Law: Estimate	RL.EST	-0.371619225
Thailand	THA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.99442929
Thailand	THA	Government Effectiveness: Estimate	GE.EST	0.350277573
Thailand	THA	Control of Corruption: Estimate	CC.EST	-0.493388325
Thailand	THA	Regulatory Quality: Estimate	RQ.EST	0.292019337
Thailand	THA	Rule of Law: Estimate	RL.EST	-0.147704467
Timor-Leste	TLS	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.271886349
Timor-Leste	TLS	Government Effectiveness: Estimate	GE.EST	-1.045524359
Timor-Leste	TLS	Control of Corruption: Estimate	CC.EST	-0.521616638
Timor-Leste	TLS	Regulatory Quality: Estimate	RQ.EST	-0.965656161
Timor-Leste	TLS	Rule of Law: Estimate	RL.EST	-1.121528983
Togo	TGO	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.231348053
Togo	TGO	Government Effectiveness: Estimate	GE.EST	-1.189448237
Togo	TGO	Control of Corruption: Estimate	CC.EST	-0.725685239
Togo	TGO	Regulatory Quality: Estimate	RQ.EST	-0.817780375
Togo	TGO	Rule of Law: Estimate	RL.EST	-0.798984945
Tonga	TON	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.88633436
Tonga	TON	Government Effectiveness: Estimate	GE.EST	-0.330137938
Tonga	TON	Control of Corruption: Estimate	CC.EST	-0.467383295
Tonga	TON	Regulatory Quality: Estimate	RQ.EST	-0.416992277
Tonga	TON	Rule of Law: Estimate	RL.EST	-0.200851694
Trinidad and Tobago	TTO	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.286114305
Trinidad and Tobago	TTO	Government Effectiveness: Estimate	GE.EST	0.232600957
Trinidad and Tobago	TTO	Control of Corruption: Estimate	CC.EST	-0.300722331
Trinidad and Tobago	TTO	Regulatory Quality: Estimate	RQ.EST	0.154461414
Trinidad and Tobago	TTO	Rule of Law: Estimate	RL.EST	-0.115995876
Tunisia	TUN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.96038723
Tunisia	TUN	Government Effectiveness: Estimate	GE.EST	-0.103312753
Tunisia	TUN	Control of Corruption: Estimate	CC.EST	-0.072226919
Tunisia	TUN	Regulatory Quality: Estimate	RQ.EST	-0.405310541
Tunisia	TUN	Rule of Law: Estimate	RL.EST	-0.061554465
Turkey	TUR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.493914008
Turkey	TUR	Government Effectiveness: Estimate	GE.EST	0.22311984
Turkey	TUR	Control of Corruption: Estimate	CC.EST	-0.154374734
Turkey	TUR	Regulatory Quality: Estimate	RQ.EST	0.27088061
Turkey	TUR	Rule of Law: Estimate	RL.EST	-0.113019049
Turkmenistan	TKM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.087798864
Turkmenistan	TKM	Government Effectiveness: Estimate	GE.EST	-0.850448787
Turkmenistan	TKM	Control of Corruption: Estimate	CC.EST	-1.346609712
Turkmenistan	TKM	Regulatory Quality: Estimate	RQ.EST	-2.073840857
Turkmenistan	TKM	Rule of Law: Estimate	RL.EST	-1.417839885
Tuvalu	TUV	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.39128828
Tuvalu	TUV	Government Effectiveness: Estimate	GE.EST	-0.96350503
Tuvalu	TUV	Control of Corruption: Estimate	CC.EST	-0.032991812
Tuvalu	TUV	Regulatory Quality: Estimate	RQ.EST	-0.686199009
Tuvalu	TUV	Rule of Law: Estimate	RL.EST	0.357040435
Uganda	UGA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.804501653
Uganda	UGA	Government Effectiveness: Estimate	GE.EST	-0.485693216
Uganda	UGA	Control of Corruption: Estimate	CC.EST	-1.052032351
Uganda	UGA	Regulatory Quality: Estimate	RQ.EST	-0.261987597
Uganda	UGA	Rule of Law: Estimate	RL.EST	-0.385777652
Ukraine	UKR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.961800098
Ukraine	UKR	Government Effectiveness: Estimate	GE.EST	-0.523523629
Ukraine	UKR	Control of Corruption: Estimate	CC.EST	-0.979897141
Ukraine	UKR	Regulatory Quality: Estimate	RQ.EST	-0.594701052
Ukraine	UKR	Rule of Law: Estimate	RL.EST	-0.81355083
United Arab Emirates	ARE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.759545386
United Arab Emirates	ARE	Government Effectiveness: Estimate	GE.EST	1.50987184
United Arab Emirates	ARE	Control of Corruption: Estimate	CC.EST	1.071916342
United Arab Emirates	ARE	Regulatory Quality: Estimate	RQ.EST	1.11105895
United Arab Emirates	ARE	Rule of Law: Estimate	RL.EST	0.640877128
United Kingdom	GBR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.517747939
United Kingdom	GBR	Government Effectiveness: Estimate	GE.EST	1.744032383
United Kingdom	GBR	Control of Corruption: Estimate	CC.EST	1.876348734
United Kingdom	GBR	Regulatory Quality: Estimate	RQ.EST	1.845658064
United Kingdom	GBR	Rule of Law: Estimate	RL.EST	1.813076496
United States	USA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.678062379
United States	USA	Government Effectiveness: Estimate	GE.EST	1.463781953
United States	USA	Control of Corruption: Estimate	CC.EST	1.396919131
United States	USA	Regulatory Quality: Estimate	RQ.EST	1.256154537
United States	USA	Rule of Law: Estimate	RL.EST	1.59612298
Uruguay	URY	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.004238248
Uruguay	URY	Government Effectiveness: Estimate	GE.EST	0.529026389
Uruguay	URY	Control of Corruption: Estimate	CC.EST	1.316839099
Uruguay	URY	Regulatory Quality: Estimate	RQ.EST	0.424531281
Uruguay	URY	Rule of Law: Estimate	RL.EST	0.712427437
Uzbekistan	UZB	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.373036414
Uzbekistan	UZB	Government Effectiveness: Estimate	GE.EST	-0.671784401
Uzbekistan	UZB	Control of Corruption: Estimate	CC.EST	-1.261937737
Uzbekistan	UZB	Regulatory Quality: Estimate	RQ.EST	-1.642437816
Uzbekistan	UZB	Rule of Law: Estimate	RL.EST	-1.111207604
Vanuatu	VUT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.478408933
Vanuatu	VUT	Government Effectiveness: Estimate	GE.EST	-0.783601284
Vanuatu	VUT	Control of Corruption: Estimate	CC.EST	-0.116807334
Vanuatu	VUT	Regulatory Quality: Estimate	RQ.EST	-0.349344075
Vanuatu	VUT	Rule of Law: Estimate	RL.EST	0.104127094
"Venezuela, RB"	VEN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.977180898
"Venezuela, RB"	VEN	Government Effectiveness: Estimate	GE.EST	-1.21993196
"Venezuela, RB"	VEN	Control of Corruption: Estimate	CC.EST	-1.391296983
"Venezuela, RB"	VEN	Regulatory Quality: Estimate	RQ.EST	-1.884914875
"Venezuela, RB"	VEN	Rule of Law: Estimate	RL.EST	-2.032376289
Vietnam	VNM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.069970489
Vietnam	VNM	Government Effectiveness: Estimate	GE.EST	0.067519069
Vietnam	VNM	Control of Corruption: Estimate	CC.EST	-0.426185668
Vietnam	VNM	Regulatory Quality: Estimate	RQ.EST	-0.482726544
Vietnam	VNM	Rule of Law: Estimate	RL.EST	-0.339344263
Virgin Islands (U.S.)	VIR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.249272108
Virgin Islands (U.S.)	VIR	Government Effectiveness: Estimate	GE.EST	1.267529607
Virgin Islands (U.S.)	VIR	Control of Corruption: Estimate	CC.EST	0.632476032
Virgin Islands (U.S.)	VIR	Regulatory Quality: Estimate	RQ.EST	0.542696357
Virgin Islands (U.S.)	VIR	Rule of Law: Estimate	RL.EST	0.883752644
West Bank and Gaza	PSE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.160502195
West Bank and Gaza	PSE	Government Effectiveness: Estimate	GE.EST	-0.473778814
West Bank and Gaza	PSE	Control of Corruption: Estimate	CC.EST	-0.453321278
West Bank and Gaza	PSE	Regulatory Quality: Estimate	RQ.EST	0.102854826
West Bank and Gaza	PSE	Rule of Law: Estimate	RL.EST	-0.505850732
"Yemen, Rep."	YEM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.680221558
"Yemen, Rep."	YEM	Government Effectiveness: Estimate	GE.EST	-1.627152562
"Yemen, Rep."	YEM	Control of Corruption: Estimate	CC.EST	-1.474036217
"Yemen, Rep."	YEM	Regulatory Quality: Estimate	RQ.EST	-1.125278234
"Yemen, Rep."	YEM	Rule of Law: Estimate	RL.EST	-1.271081805
Zambia	ZMB	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.151694864
Zambia	ZMB	Government Effectiveness: Estimate	GE.EST	-0.560079753
Zambia	ZMB	Control of Corruption: Estimate	CC.EST	-0.339607358
Zambia	ZMB	Regulatory Quality: Estimate	RQ.EST	-0.436515629
Zambia	ZMB	Rule of Law: Estimate	RL.EST	-0.22972478
Zimbabwe	ZWE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.618156314
Zimbabwe	ZWE	Government Effectiveness: Estimate	GE.EST	-1.155711412
Zimbabwe	ZWE	Control of Corruption: Estimate	CC.EST	-1.304160357
Zimbabwe	ZWE	Regulatory Quality: Estimate	RQ.EST	-1.653554082
Zimbabwe	ZWE	Rule of Law: Estimate	RL.EST	-1.316628456
				
				
				
Data from database: Worldwide Governance Indicators				
Last Updated: 10/19/2016				
